DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES
2023-02-07,548.0,551.4,541.05,545.4,546.2,547.1,546.83,629.55,425.0,16195947,8856378573.7,343935
2023-02-06,558.8,558.8,536.55,544.2,543.9,545.4,545.24,629.55,425.0,25338586,13815625569.5,266976
2023-02-03,536.0,545.95,519.15,528.1,545.7,544.2,535.23,629.55,425.0,32317232,17297009476.05,444091
2023-02-02,520.2,532.65,502.5,527.35,532.1,528.1,521.91,629.55,425.0,39287056,20504207140.65,471242
2023-02-01,561.4,565.0,499.35,553.5,527.0,527.35,541.41,629.55,425.0,38218810,20692138679.1,498247
2023-01-31,545.0,557.0,537.85,538.2,556.95,553.5,550.83,629.55,425.0,21911943,12069723500.85,284762
2023-01-30,536.0,554.35,525.2,539.95,541.25,538.2,536.97,629.55,425.0,40797825,21907160847.25,590951
2023-01-27,568.0,568.55,532.25,568.7,542.0,539.95,548.08,629.55,425.0,40163464,22012948569.6,501251
2023-01-25,595.85,595.85,567.4,594.35,568.5,568.7,574.28,629.55,425.0,25686294,14751042028.8,441882
2023-01-24,603.5,604.6,593.05,600.45,593.95,594.35,597.94,629.55,425.0,7609623,4550101925.85,143693
2023-01-23,598.5,601.75,592.95,592.2,601.0,600.45,599.43,629.55,425.0,6604469,3958919244.8,122483
2023-01-20,593.8,596.6,590.8,589.85,592.95,592.2,593.93,629.55,425.0,6750607,4009374692.95,114106
2023-01-19,591.0,591.75,587.55,591.45,589.7,589.85,589.57,629.55,425.0,7475688,4407407361.6,159313
2023-01-18,595.9,597.15,587.6,592.95,591.0,591.45,591.61,629.55,425.0,11538075,6826073685.45,187691
2023-01-17,603.0,606.0,586.05,603.0,593.4,592.95,593.93,629.55,425.0,13461999,7995508779.4,179000
2023-01-16,603.0,606.1,600.6,600.1,603.2,603.0,603.22,629.55,425.0,5483191,3307558082.15,114056
2023-01-13,597.9,602.9,593.65,594.9,600.7,600.1,598.73,629.55,425.0,7877610,4716567188.3,122377
2023-01-12,597.9,597.9,590.1,596.7,594.95,594.9,593.57,629.55,425.0,8183715,4857601333.75,195861
2023-01-11,596.45,599.5,592.25,595.15,597.0,596.7,596.73,629.55,425.0,7419630,4427502701.85,120446
2023-01-10,608.45,609.0,590.6,607.7,595.5,595.15,596.1,629.55,425.0,10622660,6332208142.65,187602
2023-01-09,605.0,609.0,600.1,600.65,608.45,607.7,606.07,629.55,425.0,8878905,5381251510.2,160223
2023-01-06,607.4,607.45,597.0,605.1,601.0,600.65,601.57,629.55,425.0,7972036,4795747048.6,154179
2023-01-05,607.0,611.6,601.95,605.2,605.75,605.1,605.84,629.55,425.0,8241475,4992982082.0,146571
2023-01-04,611.85,614.95,604.0,612.4,605.6,605.2,607.74,629.55,425.0,7011191,4260969479.35,113548
2023-01-03,614.5,616.6,610.0,612.2,612.95,612.4,613.26,629.55,425.0,6818062,4181258078.2,122799
2023-01-02,614.95,619.2,611.2,613.7,612.6,612.2,614.42,629.55,425.0,6726084,4132615299.65,125418
2022-12-30,615.25,620.55,611.35,611.8,614.25,613.7,615.43,629.55,425.0,13052895,8033100347.05,158347
2022-12-29,600.0,618.0,597.15,601.05,614.05,611.8,608.16,629.55,425.0,20130392,12242524564.7,168187
2022-12-28,600.9,607.0,598.55,601.9,601.0,601.05,602.94,629.55,425.0,7988631,4816651444.45,143945
2022-12-27,600.4,603.1,593.3,597.1,602.0,601.9,598.21,629.55,425.0,9638618,5765912745.95,206219
2022-12-26,574.0,601.7,570.7,574.0,597.1,597.1,589.64,629.55,425.0,13201587,7784134332.2,210003
